,business_id,business_review_count,review_id,reviewer_average_stars,reviewer_review_count,reviewer_useful,text
616,d-wxvpytpGuvSp8w1M4FzA,15,FabrQiKKx83aiG4PNdd_hA,3.68,242,462,"Don't be confused by the Yelp definition, ""Yay, I'm a fan"",  Lowes gets 4 stars because they have great employees that get me out of there fast!  I'm not one that would typically be classified as ""Handy"", so the fact that I can go into Lowe's, and get someone to give me DIY instructions in about 5 minutes, makes me happy.  I've been to several Lowe's/Home Depot's in the past, but I feel compelled to review this location, because after 10+ trips (mostly on the weekends), I have never had to wait for assistance or behind more than one customer in line.  Also, they get bonus points for not only allowing my pups in the building, but complementing them on their cuteness =)."
,,,,,,,
617,R3sbDS0YcJDedSmUjwE48Q,68,olF_c_Lv-MCdFrfb6ixILw,4,5,6,Tried going there for my 1st visit and they were closed during hours they were supposed to be open.  Have tried calling them a few times during normal business hours and did not get anyone to pickup.  They may be closed for good.  Not sure.
,,,,,,,
618,vZBYSQtTbY9MaYu5qNuU8Q,81,s6Gx6KvpjEdbNK_yYVSyhw,3.74,356,1298,"Piestewa and Camelback Peaks are the two boobs of Phoenix. They're real, and they're spectacular. 

Of course, being all-natural one is just a slight bit larger than the other, but this is barely noticeable. Camelback is barely 100 feet higher than Piestewa, whose nipple... er... summit, is at 2608 feet. Climb either one and you can enjoy great views of the other at various vantage points, not to mention views of the city. 

Although Camelback strikes me as a funner climb, I give Piestewa 5 stars because for what it lacks in the intangible fun factor it makes up with being just a tad less insanely crowded. Piestewa Peak Park also has a number of really cool looking trails that don't go up to the summit, which look to me to be worth exploring some day.

Speaking of female body parts, the former name for this peak was ""Squaw"" Peak. This has inspired one of the most ridiculous controversies in modern times in our state. Native Americans are offended by the term ""Squaw"", and regardless of the linguistic origins of the word, it is basically the equivalent of terms such as ""Negress"" or ""Jewess"". In the 1990s, the State of Arizona proposed ending the controversy by renaming the peak after our greatest political leader ever and the father of American conservatism, Barry Goldwater. The whining dipshits who apparently constitute our voting population rejected the idea. They'd rather continue using a stupid name that has no historical or sentimental value whatsoever just to spite Native Americans, rather than honoring one of their finest citizens.

And so, in this decade, Democratic Governor Janet Napolitano put an abrupt end to the whole issue. She gave the sqaw-apologists the finger and ordered the renaming of the peak to Piestewa, after Lori Piestewa, the first US woman soldier to be killed in the 2003 Iraq war and a member of the uniquely-Arizonan Hopi Nation. A fitting end to the debate.

NOTE: Even more fitting, the original name of this peak was Squaw Tit Peak, and I swear to God I'm not making that up to be funny."
,,,,,,,
619,UAATzhTdfd43S8F0SwXDcw,7,jw-Hqj5F0SO33vRhw0W5zA,3.2,6,4,"I just love Chipotle. Fresh, yummy, spicy (if you want it to be). And the restaurant was clean a HUGE plus! My personal fav is the chicken burrito, no rice, no beans w/ fajita veggies, pico, cheese, sour cream, and lettuce. Guacamole and hot sauce on the side. So delicious!!! The person who did our order was so nice! It was my friend's first Chipotle experience! She was impressed by how big the burrito was. I'm glad I only live a few blocks away... because I will be back."
,,,,,,,
620,FGePlnlKXHxBrxYMNGtdAw,124,mIhNUhDZqzUM6xstFv7lGg,3.85,67,186,"I love you, Marquee Theatre. 

Just last night I saw Dashboard Confessional here and it was packed. 
I have seen many shows here and I have not a single complaint about The Marquee. The bartenders are really friendly, the bouncers do a great job, and the bands they have play here are always phenomenal. Not to mention, the sound guys do an awesome job. 

I love how big it is in the Marquee, because it allows for tons of people to see a great show. One thing that most venues fail at is keeping it cool inside of the venue, The Marquee on the other hand does a tremendous job of keeping the temperatures bearable in there. 

The only thing I hate (and this has nothing to do with The Marquee itself) is that I am always standing next to belligerently drunk, annoying girls who can't seem to keep their mouths shut during a set.... Please don't speak... I am listening to Chris Carrabba's angelic voice, thanks. 

All in all, I think that The Marquee Theatre is my favorite venue of all time."
,,,,,,,
621,LzNJLEIo4gh-X_rmDkNkNg,181,yHkvJxOyBbGT3MG-d487zw,0,0,0,"Great drinks!!!

Good atmosphere

Fantastic food (the bbq chicken pizza is a must)

Nice people to conversate with

What is not to like?

Oh yes, the creepy guy that kept staring at me. Oh well, he will not be there next time I go...I hope :)"
,,,,,,,
622,0lEp4vISRmOXa8Xz2pWhbw,54,fm77arZHyksGfjdRoSB5Zg,4.04,176,285,"This location has been so many different restaurants in the past few years and now there is finally a good one! It's basically a fancied-up paradise bakery with better food, bread, and condiments. Oh and better prices too. I had a small Chipotle Chicken salad and a small tortilla soup and that was a good amount of food- with a drink, for only $10.58. The soup was great! And they let me sample several kinds before making my decision. I also loved that they had at least a dozen different kinds of hot sauce bottles on the wall that customers are free to use as they please. I tried three because I like to bring the heat and because they were available.  

My only complaint was that the dirty dish bin was overflowing even though the place was super slow. Can't someone handle that? Its gross to have to move other people's dirty dishes around in order to fit yours in there. Ts seems like an easy thing to fix- someone pick up dirty dishes every couple of hours or something."
,,,,,,,
623,W6TgqysHj-5rFryJ2IIyfQ,7,ZosKIEfjUXP64RIg6bCmyg,3.67,3,0,"I've only been here once, and for good reason. To put it nicely, the service was seriously lacking. I walked in and nothing. They didn't ask if I needed help looking for something, greet me, or even acknowledge me until I was about to pay. I guess the magazine the cashier was reading was VERY important. I've been to several comic book stores and I don't need someone to hold my hand, I would just like common courtesy. On the positive it was a organized place and the selection was pretty good."
,,,,,,,
624,ujLZmyy11g1JHCQTxRA3Dw,46,SOUAXFGLrvunLJQNXQcgCA,4.23,13,44,"Tucked in a quite plaza In Chandler AZ, is an un-assuming, little Thai restaurant with BIG flavor. Despite the lack-luster curb appeal from the outside, the inside is quaint and clean. 
Get things started with some spring rolls. The sauce isn't mind blowing, but those 6 dainty morsels of fried goodness have got some real flavors goin on. (especially when dipped in your curry)
I recommend their signature dish, ""Thai Basil,"" for those who haven't been here before. 
I prefer an extra spicy, KANG-DANG (red curry): Your choice of meat, simmered in coconut milk with bamboo shoots, bell pepper, broccoli, carrots, green beans and Thai basil, Served with jasmine rice.  

I will say, some menu items are hit and miss. So don't judge this place based on ONE dish you don't like. (You can find something you aren't going to like on every menu across the country). 
Friendly service, fresh ingredients, and an authentic ""je ne sais quoi,"" earn Thai Basil 4 stars. ""I'm a fan."" 
Eat well, Live well, and surround yourselves with ones who do.  - Cheers"
,,,,,,,
625,zruUQvFySeXyEd7_rQixBg,162,KnBBQ-r_eP9h3MNEBhhNrA,4.11,283,194,"We arrived at US Egg on St. Patrick's Day at 10:00 am before the A's vs. Giants Spring Training game and only had a wait of 15 minutes. Not bad to start! Promptly seated we were brought a pitcher of water and ordered our breakfast. The Denver Scramble is delicious! My husband ordered the Hash & eggs - reasonably priced, quick service and a ton of food to start your long days off right!"
,,,,,,,
626,1_WD7kvNQAbscw1c7CFH3A,42,WZsnJvHQoXIRlYA0c9XmQQ,5,3,2,"Their food was GREAT! I had the pancit, lumpia, and that purple rice! The price was not bad for the amount of food that they gave you!

Even though they had a very long line they were still very fast with service!"
,,,,,,,
627,3Df6ICj0rHROVH4xUlb7Yw,5,1lfLTA62ZTVTRoAeXC7EXA,3.26,234,84,"We were staying at a local hotel and used online ordering to feed our crew.  The ordering went smoothly and the pleasant surprise was the food arrived early and warm.  We ordered two of their usual pizzas and one of our custom orders.  Could have had a few more toppings on one of them, but overall nice value and timely service with warm food.  We looked for the specials on-line and save a few dollars.  Worth the time to do so.  Would order again."
,,,,,,,
628,xmjv8g356v8Qo55ICjG8rg,85,hxX_83ihwWyWE_p8mO077w,3.89,197,331,"My family and I love this place. Yummy food, great service, kid friendly, rarely a wait, great prices, nice beer selection, food always comes out hot, and people around you are having a good time. The boneless chicken with raspberry barbecue sauce is so so yummy!"
,,,,,,,
629,r3r_bAfa6pZKIhQB82FizQ,113,-0d1TTyKmgknAYVEDLaqgQ,0,0,0,"FINALMENTE!!!

Andiamo....

FOOD
--------
Appetizer: Fritto Misto, which is a trio of fried appetizers. For the day, ours included a cheese, a stuffed olive, and whole leaves of broccolini. The cheese wedge was great (I wish I remembered what it was), and have you ever had a deep fried veal-stuffed olive? Very interesting. The flash-fried broccolini took a little getting used to, since the leaves kept crumbling as I was trying to eat them, but still tasty, if subtle.

Main: Orecchiette alla Puttanesca. Man. This is the real deal. Orecchiette is the ""little ear"" pasta and ""alla puttanesca"" means it's made ""whore style"". 

And what a beautiful, classy, yet very vibrant whore she is.

The pasta was cooked just perfectly, and even though puttanesca sauce usually goes with a stringier pasta (spaghetti, linguini, etc.) it worked really well with the orecchiette. 

And the sauce. Holy mother, this streetwalkin' hussy of a sauce with its 12 ingredients: capers, breadcrumbs, anchovy sauce, garlic, olives, basil, olive oil, and, uh, the other 5. The flavors were a perfect, clear-heeled harmony. Nothing overpowered the other. Subtle and humble home food. It really tasted just like something my Italian friends' mothers would cook in their kitchen.

As for the servings, when I first got my bowl I was thinking, ""oh ok, this is a European serving. I'm still going to be starving after this."" And, um, nope. Why? Because I slowed down. I savored my meal, and took my time with the dish. And by the end, was I hungry? Not at all. I really enjoyed this meal. And the serving was just right. Complimentary packs of long breadsticks are also found on each table. 

SERVICE
-------------
Very friendly, efficient, and willing to go through the menu in detail and answer any more questions about the restaurant. Dishes were brought out in a timely manner and there was never any rush after the meal was completed to clear the table. 

And the mood inside Pastabar was palpable. Everyone looked happy, excited, and relieved that the restaurant was finally open for business. And I felt the same for them. 

SETTING
-------------
I would say the space was just the right size. Not a cavernous place in the least. Probably the same size as Sens, maybe  even a little smaller. It's tucked away in the very back of the hallway of the building, so much so that I completely missed it when I was IN THE HALLWAY the previous afternoon looking for it. But I like it a little hidden off, actually. 

The colors inside are warm, with a modern bistro feel. No windows looking outside but I didn't mind that. There is seating at the bar, a few two-tops up front, and larger tables in the back. Selections from different Shins albums made up the soundtrack throughout the dinner, and while the music sounds like it could be incongruous with a bunch of little ears cooked whore-style, it worked. 

I definitely don't think this is going to be as ""scene-y"" as Sens. It has a completely different vibe. 

EXTRA CRIB NOTES
-----------------------------
* the main courses of Pastabar are pasta and ONLY pasta. No veal parm here. And no hoikey sauces like Olive Garden-y alfredo or a jar of sugary Prego.
* It's great
* Prices for antipasti range from $7-$11-ish and mains $11-ish to $18. I spent around $26 with tax and a nice tip.
* it's great
* No liquor license (yet). For now, sparkling waters, lemonades, a number of sodas (including root beer & cream soda). 
* it's great
* complimentary valet awaits the diners, if you're averse to parking close by yourself.
* it's great
* It's open till midnight on weeknights and 2 am on weekends! What more could you ask for?
* did I tell you it's great?

ALL IN ALL
---------------
An awesome asset to the area and I'm very content. And as much as I loved my whoreish little ears, all the other pastas on the menu sounded incredible and I can't wait to try them all. 

I'm wishing these guys much success and giving them gratitude to finally being open. A few minor kinks to be worked out (and I wasn't as into the appetizer as I was my entree) so it's not totally perfect but they have started out very strong, and it's only Day 2.

And here I was thinking my days of giving out 5 stars were over (ok, more like 4.55 and rounding up)..."
